ID,Price,Square Footage,Bedrooms,Bathrooms,Floors,Garage,Pool,Central Air,Heating Type,Distance to City Center,Crime Rate,Property Tax,Previous Sale Price,Age of Property,Nearby Schools Rating
1.7258860165255143,16469625.098787732,5329.872999153427,4.030308985412423,0.9748148245450534,1.0062855745727535,1.0023977034522837,No,Yes,Central,49.597994740721845,Low,29000.99855113523,5907174.415222894,55.46385247974634,2.0014887240436883
7.198879000606824,13337704.321674466,3228.5889177526915,2.9951068168972137,1.0021284690892593,2.9934093639932264,-0.007794668963264042,Yes,Yes,Electric,19.840010492166016,Medium,8890.903802069111,1211065.39820357,96.98653346521122,1.0218034500139692
5.18216738209639,2646354.431908384,3558.1353868641118,4.013908357954467,3.97701245228868,1.998150940193781,1.977443806438721,Yes,Yes,Gas,36.52161333644251,High,9429.036854488915,3763226.553996059,18.679751038630577,4.988975823699406
3.183311051919558,14716774.749997549,3119.6282671947465,2.9963232411605443,2.00634373249095,0.9895192241735222,1.0123042998712914,No,Yes,None,34.46985098625604,High,15038.120331920438,6675790.085271327,76.3830517748057,5.072068865352737
8.009040875020682,9893224.933996629,3137.864241877023,3.009452206885615,1.9777595973525024,2.9700134878782207,1.009871373944373,No,Yes,Central,10.751388588352158,Medium,48037.70624078712,15077762.071174357,65.01614887312795,4.005434543917665
4.977771190581014,10717817.882905455,4518.161603061845,3.9792421366158752,1.9898627751552602,1.006367545584517,0.000532108061566122,Yes,Yes,Gas,12.171341345248306,Low,36827.13833714927,12088372.181939004,25.353869781225416,1.991762872395594
1.8944980393794761,7578777.464158278,8931.533371787453,2.9131293328221934,2.9752639455934107,1.0347476748186153,2.002359469288519,No,No,Electric,14.467463281340047,Medium,33638.360182737604,15447981.35514516,87.55777790653376,0.9747789058284954
5.474743791151903,5394544.926156271,1831.2128012864287,2.995216976242924,4.0161742242469,1.000364352289512,1.0110654755309703,Yes,No,Electric,20.924517058626485,Low,40720.35660614223,8680096.146083362,91.35466200532225,4.0331141053826824
4.3136662378302315,14207822.815601146,7785.584768815204,2.05067828860788,4.021323925737752,3.0044602295215013,1.0023106984648142,Yes,Yes,Electric,11.80186774563242,Low,7618.151350557469,18413314.988180656,79.14005513310578,3.026171716119141
9.119458722476521,18877849.13416642,6349.0955397755115,5.032991792627845,0.9941720250422579,3.013715910551314,0.009311380814041538,Yes,No,None,1.7342268549351487,Medium,43110.885043833056,11965306.16776666,78.48811675383536,3.984989845070723
11.046138039869827,4816803.930066931,1842.8928551149095,5.034387458401137,3.000949831794807,0.9748672561683753,-0.0030640666690006564,No,Yes,Central,44.17339796992598,Medium,29996.10687698742,11700941.111356055,91.99857128245002,4.0173973015957944
16.199475467249584,6366330.666015587,2974.8435078064763,6.044030976310737,1.9640169892605028,2.033709790230966,2.013513432507312,Yes,Yes,Gas,48.1233295142914,Low,17355.52681879465,12382543.010447824,27.72663124184628,1.954471780879336
13.818953071279227,3652249.824001527,2566.4834782857833,6.003157983390047,2.9925560320635114,2.0040061101691715,0.003304092977106644,No,Yes,Central,17.024538254623767,Low,41181.29671920274,15927781.190147124,6.8235640030020726,3.0055824119557077
13.451153175333795,9355414.74951179,7237.448177980582,2.0070283854977875,3.9987529173126832,3.0323107666019644,2.0019987350191406,No,Yes,None,17.22367343635634,Low,40177.98778579788,9145229.85602486,25.807938887495272,4.013664186705674
17.07766098086464,500370.2730163747,9157.601476279471,5.977999239484628,4.065100500381185,2.985485946688625,0.9869183707862661,Yes,Yes,Central,0.7382050325410041,Low,42250.382490750846,5201831.335969804,56.497494165251666,1.0515272136524974
10.461106050935248,16216354.573635114,9494.120118529405,3.9887414848683167,0.9723787390797698,3.035997626066645,2.002955645299308,No,No,None,34.1983635206,High,6604.40514555319,11525227.238634013,4.99627677149209,0.9767366885336481
17.59021446806196,1411173.9137654067,488.81116447551665,1.021933768354848,1.0363701626106105,3.015348078781889,1.991430864349807,No,No,Electric,41.26896919486493,Medium,48201.321220736194,16647039.207511807,91.65737624481753,4.961419317662746
19.93101731068685,10042943.656931639,7542.43324545936,1.0428823636519533,4.02476197193289,3.010950193699877,1.9934256879167565,No,No,Gas,7.256744617209251,Low,48481.670274169264,15713899.873667033,34.09916498294671,2.9729759841392824
15.296141454321496,6110931.196024536,5936.254554955049,0.9950329236602428,2.006971008287535,2.0046336841961923,0.991601631028344,No,No,Electric,8.302644140996469,Medium,18372.90111799814,11605917.226768123,41.30865481110478,2.9596623626604956
22.865103878233356,10078772.577810181,8689.263883411626,1.9839642583859927,2.043684132827407,2.995079133362126,-0.010982219798562018,No,Yes,Central,39.53338342818895,Low,4438.931619044803,8131816.46491851,6.008041850862649,5.040340319057166
21.847933500773507,9571696.67155358,7694.5788618525885,2.000018805894472,3.0092430999395545,1.0237705268377826,1.0218851454510747,Yes,No,Electric,31.168854383283684,Medium,9238.6560518173,15937752.068744801,68.97445764798667,4.046737933923826
20.95970377567849,6009055.701878933,6356.583958085738,3.021414984396855,4.0096667144203915,1.0027791254229914,0.013712792338480552,No,Yes,Gas,2.5449662289727324,Medium,49399.951326378025,18917036.71017298,64.52462340153335,3.009664136322496
24.585118574596244,10911169.562847625,7587.4212908154395,0.9485698914493232,3.998680482979044,1.9610520198689745,2.019779785272086,Yes,No,Electric,31.740831989891788,Low,28586.125445063746,16417494.855509443,25.842808085877007,1.0368586814607779
29.688085608800012,6616021.238337503,2125.2532543363513,3.9182100344492516,2.030393451039279,0.9778797080582013,1.9874041812985777,Yes,No,Gas,15.310765095435459,Low,18672.56115936804,14429869.485508043,37.2005703752911,1.0040428639259116
25.455574968921532,13574915.41818516,8563.617583256735,5.98038987742111,2.0272362957678625,1.9963202541065836,2.000733913624082,Yes,No,Gas,19.078700513526634,Medium,15074.362686317507,6947006.215293956,80.59869903722745,1.9971295304723908
26.62179256868234,12990513.941996126,877.5573007706088,3.9565182233889375,3.984458176178594,2.006137979866678,1.9866768714603977,Yes,No,Electric,38.54376480423365,Medium,13894.059552105708,6775261.765057931,61.62875088621612,2.9899489246569573
25.849300946651688,17262197.772265486,2583.306268679853,5.981900046159803,0.9672298996861666,0.9988795479197821,1.9928343427648703,Yes,Yes,None,40.85549191040242,Medium,33801.59261622587,11636122.184628291,25.669582311071128,3.990632399880225
25.871139854490696,5470834.003115334,8472.641410249822,0.9947360650437217,3.994957960967092,3.0241356216379147,-0.00945670792919072,Yes,No,Central,20.340005673443137,High,21782.178907681693,5417890.288074752,91.5953689022927,4.953287349030593
31.079991220443336,19006344.785219196,1101.34941588406,0.9838552916706003,3.9801270420603623,0.9613681830920352,0.012767715266348083,No,No,None,47.66567859599284,Low,48188.98017838996,2452512.1952941855,53.60825539908889,5.00797520876567
27.855510016098286,2709267.6862006565,4767.543590196175,1.051736893577848,1.9984220495665546,1.0028430411428022,1.9959188343155518,No,Yes,None,20.522891067020364,High,34235.47009679976,11404770.016206894,95.78987813685164,3.9987827225897403
31.179273424234577,2956073.5548730744,9244.45088552403,2.0116386485151345,2.0307379632655542,1.9640040113373343,1.0110043071370485,No,Yes,Electric,38.4345835497509,High,39655.14702903652,4252948.054669977,62.71633070858592,2.0224949866526702
30.803468095853383,11255389.343063934,6481.915705828464,6.010702896689338,0.9886406268876441,1.0150423034505864,1.0062224451627617,Yes,No,Central,24.806110481288844,Low,15393.923491893129,1746635.9521682367,45.869773564959495,5.002822539122517
34.19984446349471,15716906.695936853,9169.025997622453,2.022163018470826,0.9989362672082205,1.9981297174540484,2.0237274791466793,No,Yes,Central,44.901551196441865,Low,5018.03196374858,18988827.506414108,95.61341950809927,2.9950896022866447
34.8358235737438,3690415.4283199045,3516.6773200452185,1.959434764344649,3.0014412847326404,3.0083082774460776,-0.015238275498339157,No,Yes,None,45.48554315842827,High,24354.636872119176,18632491.550474666,64.19622474119765,1.9737073943543697
37.599037560366035,16305024.615712557,3403.369019033294,5.03701316186791,4.021075023113979,2.9828951173803224,1.0129701023698041,No,Yes,Electric,5.1395436615876315,Low,16412.450066561152,15945090.573797595,84.5768654092315,3.002177584687281
